Life expectancy ,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Diphtheria , HIV/AIDS,GDP,Population,Schooling
76.9,4.64,7.959131146,88,10,53.7,0,89,88,0.1,55.156834,3688865,13.4
76.4,4.54,630.3883564,89,45,53.1,0,9,89,0.1,4611.47298,372284,13.3
76.1,4.75,645.021302,9,22,52.6,0,9,9,0.1,4697.89732,3746561,13.3
76,5.13,66.04635027,88,8,52.1,0,92,91,0.1,575.31664,3763599,13.1
75.4,5.16,8.240355867,94,166,51.5,0,95,95,0.1,418.292176,3774,12.9
75.7,4.82,38.25414065,9,17,51,0,91,87,0.1,344.321698,3779468,12.7
75,4.56,45.71354264,93,23,5.5,0,95,93,0.1,2968.41186,378153,12.5
75.5,4.25,3.479918859,36,28,49.9,0,87,84,0.1,265.642661,3781287,12.3
75.2,4.14,39.86518043,,18,49.4,0,87,87,0.1,2214.732246,3779247,12.1
75.4,3.84,151.1399301,,28,48.8,0,86,8,0.1,1761.537647,377587,11.9
74.9,3.85,143.2947487,,0,48.2,0,92,91,0.1,1524.41222,3771284,11.6
74.6,3.64,165.6168642,,43,47.6,0,87,85,0.1,1461.7552,376676,0
65.7,,0,95,0,37.9,2,96,95,2.2,6532.651,229197,12.6
65.1,0.01,662.802194,95,1,37.3,2,96,95,2.3,7497.762376,2168573,12.6
64.2,0.01,1.117811275,95,1,36.8,2,96,95,2.8,77.625783,212857,12.6
63.4,0.01,12.83447357,95,7,36.2,3,96,95,4.4,729.231453,289315,12.5
62.2,5.76,668.9562854,95,8,35.7,3,96,95,5.5,7645.21469,251339,12.4
61.1,5.99,547.0386679,95,853,35.2,3,96,95,6.2,6346.15624,214866,12.3
59.2,5.01,426.7855662,94,184,34.7,3,96,96,9,5185.729845,1979882,12.2
57.5,6.56,476.8625872,94,0,34.2,3,96,96,12.7,5623.379566,1946351,12.1
56.9,6.21,512.5887995,93,1,33.7,3,96,96,13.4,5714.47937,1914414,12.1
54.8,6.45,76.31867911,93,6,33.2,3,96,96,14.4,5374.554867,1884238,11.9
51.7,6.37,629.8425643,92,5,32.7,3,96,96,20.6,5351.253732,1855852,11.9
48.1,4.9,469.5823898,91,1,32.2,4,96,96,28.4,4896.583835,182933,11.8
46.4,5.51,299.3671252,9,59,31.6,4,96,96,31.9,4163.6596,184339,11.8
46,6.41,6.3300072,88,7,31.1,4,97,97,34.6,355.618382,1779953,11.9
46.7,5.48,306.9527349,87,1,3.5,4,97,97,37.2,3128.97793,1754935,11.8
47.8,5.37,250.8916484,86,2672,29.9,4,97,97,38.8,3349.68823,172834,11.7
75,,0,96,214,56.1,47,98,96,0.1,8757.2622,2596218,15.2
74.8,7.32,83.16465362,96,876,55.3,49,96,93,0.1,1226.61731,24213133,15.2
74.7,7.24,916.270845,96,220,54.5,52,96,97,0.1,12216.9446,2248632,14.2
74.5,7.55,843.1946259,96,2,53.6,54,96,95,0.1,12291.46685,256983,14.2
74.1,7.58,1084.999766,98,43,52.8,57,98,99,0.1,13167.47289,198686688,14
73.8,7.52,1111.191325,96,68,52,61,99,99,0.1,11224.1548,196796269,13.8
73.6,7.33,564.5233902,99,0,51.1,64,99,99,0.1,8553.3847,194895996,13.8
73.4,7.21,526.3780636,96,0,5.3,68,99,99,0.1,8787.61375,19297929,13.3
73.3,7.19,394.9321299,99,0,49.4,73,99,99,0.1,7313.557962,19126637,13.5
73,7.1,30.30374691,99,57,48.6,79,99,99,0.1,586.145975,18912412,13.8
72.7,6.97,23.76370075,98,6,47.8,85,99,99,0.1,477.182746,186917361,13.8
72,6.85,186.6090485,96,0,46.9,93,99,99,0.1,3623.47667,184738458,14
71.8,6.95,15.85781237,97,2,46.1,100,99,99,0.1,359.587582,182482149,14.8
71.4,7,140.9824766,92,1,45.3,109,99,99,0.1,2819.649531,1815121,14.6
71,7.13,149.4802091,91,1,44.5,118,99,98,0.1,3146.95177,1777567,14.3
75,7.26,179.4777293,94,36,43.7,127,99,98,0.1,3739.11936,175287587,14.1
77.7,,0,99,4,41.2,0,99,99,0.1,3967.8951,,14.9
77.6,0.01,269.1432784,99,1,4.2,0,99,99,0.1,4159.8652,,15
77.1,0.01,2845.306444,98,0,39.2,0,99,99,0.1,44597.27968,,14.9
78.3,0.01,3192.634413,99,1,38.2,0,99,99,0.1,47651.2599,,14.4
77.4,0.97,295.7730171,93,4,37.2,0,99,97,0.1,4717.273,,14.1
76.9,0.88,2218.364226,96,0,36.2,0,99,95,0.1,35268.1117,,14.2
76.8,0.25,1873.686852,96,2,35.2,0,99,99,0.1,27965.4754,,14.1
77.2,0.67,2538.941033,96,3,34.2,0,97,98,0.1,37951.286,,14.2
76,0.85,2048.557422,97,0,33.2,0,95,99,0.1,32672.36717,,14.3
76.3,0.67,24.97532919,99,0,32.2,0,94,97,0.1,398.96692,,14.3
76.2,0.16,179.7147814,99,9,31.2,0,93,94,0.1,2612.13345,,14.1
76.4,0.11,1504.30004,99,16,3.1,0,92,92,0.1,21896.6527,,13.7
76,0.12,1406.51194,99,24,29.1,0,99,92,0.1,18555.56649,,13.4
74.8,0.13,941.7036868,99,0,28,0,99,94,0.1,16846.2198,,13.3
74.7,0.47,1078.66244,99,11,27,0,99,97,0.1,16468.12886,,13.4
74.4,0.37,11.79686108,99,42,26.1,0,99,99,0.1,188.44826,,13.4
74.5,,0,92,0,65.7,1,91,91,0.1,6993.47736,7177991,15
74.3,12.03,153.1400362,95,0,65.1,1,88,88,0.1,7853.335191,7223938,14.8
74.1,12.06,149.659879,95,14,64.5,1,95,95,0.1,7674.86559,7265115,14.4
73.9,10.99,851.450672,95,1,63.9,1,95,95,0.1,7378.25539,735888,14.3
73.7,10.67,875.1495189,96,157,63.3,1,95,95,0.1,7813.83499,7348328,14.2
73.4,10.8,766.4454884,95,22004,62.7,1,94,94,0.1,6843.263289,7395599,13.9
73.2,10.93,661.5144334,96,2249,62.1,1,94,94,0.1,6955.987733,7444443,13.8
72.9,10.98,107.9826127,96,1,61.5,1,96,95,0.1,7296.122479,7492561,13.8
72.6,10.89,591.5100978,95,1,6.9,1,95,95,0.1,5932.899677,7545338,13.5
72.2,10.39,508.6304588,96,1,6.3,1,96,95,0.1,4513.13628,76122,13.5
72.1,10.48,456.3404657,96,3,59.7,1,97,96,0.1,3893.68998,7658972,13.5
72.2,10.96,384.1473028,94,0,59.1,1,94,95,0.1,3381.57837,771686,13.3
72,11.19,32.38616103,96,0,58.6,1,96,96,0.1,271.46824,7775327,12.9
71.8,10.2,33.26778134,88,0,58.1,1,94,93,0.1,287.534843,7837161,12.9
71.6,10.72,25.06262895,93,8,57.5,1,94,94,0.1,1764.97387,89142,12.9
71.1,9.69,15.2357274,94,46,57,1,94,93,0.1,169.28586,817172,12.9
59.9,,0,91,99,19.4,61,91,91,0.6,615.592225,1811624,7.7
59.3,0.01,8.386339501,91,343,18.8,63,91,91,0.6,75.1464113,17585977,7.7
59,4.64,88.97040214,88,375,18.2,66,89,88,0.7,699.452847,1772723,7.5
58.6,4.75,78.76987363,9,7362,17.7,68,9,9,0.8,673.8227,16571216,7.2
58.1,4.51,85.55592906,91,860,17.1,71,9,91,0.9,666.842783,168194,6.7
57.5,4.55,90.46018236,91,2511,16.6,74,9,91,1,575.4464527,1565217,6.3
56.9,4.55,81.14304705,92,54118,16.1,77,91,92,1.1,552.7455521,1514199,5.9
56.1,4.5,107.7988339,93,395,15.6,80,92,93,1.5,569.7612784,14689726,5.4
55.3,4.58,73.92730583,89,12,15.1,83,93,89,1.7,475.11122,1425221,4.9
54.3,4.73,64.24025208,76,125,14.6,86,94,86,2,422.6332374,13829177,4.7
53.3,4.88,8.769989329,,253,14.2,89,94,82,2.3,46.998871,1342193,4.3
52.4,4.54,56.96108089,,77,13.7,91,83,79,2.5,371.323865,133569,3.9
51.6,4.58,41.60951275,,2946,13.3,92,83,79,2.9,332.344351,12654621,3.8
51,4.53,3.195566831,,1744,12.9,93,69,69,3.2,26.7635413,122931,3.6
56,4.56,23.1016899,,4174,12.5,93,62,62,3.6,235.4912324,11944587,3.5
51,3.71,19.83929597,,6074,12.2,92,45,45,4,226.4759814,1167942,3.4
59.6,,0,94,9,18.7,31,94,94,0.7,33.681223,119927,10.6
59.1,0.01,41.25159038,95,0,18.2,32,95,95,0.7,312.7489794,989179,10.6
58.6,0.01,40.15128458,96,0,17.6,32,96,96,1,282.7555252,96186,10.5
58,0.01,38.73170505,96,49,17.1,33,96,96,1.2,265.285651,931971,10.3
57.4,4.16,3.595980333,96,129,16.6,33,95,96,1.5,26.479973,94358,9.9
56.8,4.16,31.14187566,96,495,16.1,34,94,96,1.9,231.1943256,876693,9.3
56.2,4.05,2.030494673,94,305,15.7,34,96,94,2.4,24.944652,848931,8.6
55.3,4.33,15.99415192,92,173,15.2,35,89,92,2.9,196.2472628,8212264,7.9
54.8,4.54,1.72659515,99,43,14.8,36,93,99,3.4,17.79995,7939573,7.2
54.1,4.5,21.24915339,92,784,14.5,36,88,92,3.8,165.8794176,7675338,5.9
53.4,5.54,1.747440948,87,0,14.1,37,82,87,4.3,15.57434,7423289,5.6
52.6,5.72,11.22655347,83,2,13.8,38,76,83,4.8,127.4296648,7182451,5.2
51.9,5.84,6.545263634,,224,13.5,38,75,82,5.1,112.849373,6953113,4.7
51.5,5.98,9.660010196,,1016,13.3,39,74,81,5.2,122.4335893,6741569,4.4
51.3,6.09,10.61917585,,0,13,40,72,81,5.3,133.7427689,6555829,4.5
58,6.61,9.696689164,,18363,12.8,41,71,8,5.2,135.9984455,6476,4.5
53.3,,0,83,65,28,79,81,83,1.9,,,
52.8,0.01,0,76,50,27.4,80,76,76,2,,,
52.3,3.15,0,8,48,26.8,81,79,8,2.4,,,
52,3.24,0,82,137,26.2,82,83,82,2.9,,,
51.7,3.13,0,62,628,25.6,83,58,62,3.3,,,
51.5,3.15,0,85,441,25,84,81,85,3.3,,,
51,2.92,0,81,183,24.4,84,77,81,3.7,,,
54,2.69,0,74,12,23.8,85,58,74,4.1,,,
49.9,2.58,0,76,5,23.2,87,75,76,5.3,,,
49.4,2.65,0,77,11,22.6,89,76,77,5.8,,,
48.7,3.11,0,76,115,22.1,90,87,76,6.1,,,
48.2,3.08,0,67,3466,21.5,91,76,67,6.5,,,
48,3.12,0,63,4770,2.9,92,68,61,6.7,,,
47.7,3.13,0,48,5882,2.4,93,7,64,6.9,,,
47.8,3.15,0,1,5790,19.9,94,7,66,7,,,
47.9,3.45,0,,5729,19.4,95,66,65,7.1,,,
73.3,,0,96,0,31.3,0,93,93,0.2,2954.119467,532913,13.5
73,0.01,414.0242418,97,0,3.5,0,95,95,0.2,3529.61843,526437,13.5
72.8,0.01,325.6298627,94,0,29.7,0,93,93,0.2,3558.796314,5216,13.6
72.7,0.01,33.55888998,94,0,29,0,94,94,0.3,348.482762,513979,13.2
72.6,5.07,4.409153436,9,0,28.2,0,9,9,0.3,367.429453,5867,13.1
72.5,4.75,286.8907303,98,0,27.5,0,99,99,0.4,3312.825985,52384,12.7
72.4,4.45,339.9777364,98,0,26.8,0,99,99,0.4,3444.5566,496963,12.4
72.4,4.16,360.6208825,98,0,26.2,0,99,99,0.4,3638.95946,491723,12.2
72.3,5.28,345.463714,96,0,25.5,0,98,98,0.6,3112.285712,486438,11.9
72.1,4.25,26.45133197,95,0,24.9,0,97,96,0.6,234.28992,48795,11.9
71.8,4.26,3.349816965,93,0,24.3,0,95,95,0.8,248.13459,474567,11.2
71.4,4.19,240.139715,91,0,23.7,0,94,93,0.8,1976.45856,467664,11.1
71.1,4.16,209.0865,66,0,23.2,0,93,92,0.9,1768.92132,46147,11.3
77,3.82,155.2072669,4,0,22.6,0,92,91,0.8,1373.515636,45216,11.3
73,3.81,150.7434862,,0,22.1,0,91,9,0.8,1268.884564,443716,11
69.9,3.49,122.5744699,,2,21.5,0,9,9,0.8,1239.377855,43579,11.3
68.7,,0,89,0,19.6,12,87,89,0.2,1163.18977,15517635,10.9
68.3,0.01,12.17952064,88,0,18.9,12,87,88,0.2,198.687123,152779,10.9
67.8,0.01,8.758214538,83,0,18.2,13,66,83,0.2,128.419568,1522692,10.8
67.4,0.01,6.914723983,86,15,17.6,14,84,86,0.3,95.244132,14776866,10.7
67,2.12,60.18591771,88,722,17,15,87,88,0.3,882.491462,14537886,10.7
66.6,2.2,56.88416481,89,1156,16.4,16,88,89,0.5,785.6928841,143874,10.6
66.1,2.13,48.35423978,92,4779,15.9,17,95,94,0.6,738.2326684,14928,10.5
65.6,2.24,53.10009046,91,4211,15.3,18,91,91,0.7,745.7877873,138859,10.5
65,2.08,57.73516711,82,394,14.8,20,82,82,0.9,631.675789,13676693,10.3
64.1,2.03,51.50447119,8,188,14.3,21,8,8,1.1,539.8791529,13474489,10.1
62.9,1.99,62.21817261,,264,13.9,22,82,82,1.4,474.2238766,132721,10
61.5,1.38,8.38611924,,352,13.5,24,86,85,1.7,48.615184,1363377,9.7
63,1.44,55.59543946,,653,13.1,26,69,69,1.9,362.4213785,12853124,9.3
59.3,1.43,30.91060554,,1361,12.8,29,54,54,2.1,339.676984,12634729,8.2
58.5,1.71,27.68971051,,3761,12.4,33,59,6,2.2,321.22634,1242473,7.6
57.7,1.51,0.328418056,,12237,12.1,36,62,59,2.1,3.685949,12152354,7.2
57.3,,0,84,1809,29,68,83,84,3.5,1244.429421,22834522,10.4
56.7,0.01,61.39263642,87,831,28.4,71,86,87,3.7,1441.1417,2223994,10.4
56.4,0.01,63.07890158,89,760,27.8,73,88,89,4,1365.34419,21655715,10.4
55.9,0.01,68.55839112,85,609,27.2,76,85,85,4.6,1255.648189,2182383,10.4
55.6,6.19,83.18071241,82,504,26.6,79,8,82,4.9,1295.649726,252447,10
55.3,6.15,100.8987451,84,240,26,82,83,84,5.5,1182.869227,1997495,9.7
54.8,5.89,9.042540892,8,251,25.4,85,79,8,6.3,123.19538,19432541,9.2
54.2,5.9,68.7073044,84,495,24.9,87,82,84,6.7,1233.524316,18978,8.8
53.6,5.44,7.562892922,82,100,24.4,89,81,82,7,111.71186,18395389,8
53.3,5.22,0.962497052,81,196,23.8,91,78,81,7.2,12.989164,17899562,8.2
52.8,5.03,73.03276195,79,605,23.3,93,79,8,7.4,952.1872484,1742795,8.3
52.1,4.71,7.177302132,,358,22.8,94,72,73,7.5,93.211716,1695981,8.2
51.8,4.64,67.63925302,,899,22.3,95,72,73,7.7,824.8689393,16513822,8.1
51.6,4.58,53.70597428,,1448,21.8,97,66,66,7.8,676.397661,1684886,8.4
51.5,4.43,41.73629221,,23934,21.3,99,61,63,7.9,614.6729339,15671927,7.1
51.4,3.91,4.720593531,,14629,2.9,100,57,62,7.7,68.414399,15274234,6.9
82.2,,0,55,195,67,2,91,91,0.1,43315.744,3584861,16.3
82,8.1,102.1902168,55,418,66.4,2,91,91,0.1,544.43376,35544564,15.9
81.8,8.2,9733.228019,55,83,65.8,2,91,91,0.1,52413.72116,35155451,15.9
81.6,8.3,9748.636237,7,10,65.3,2,99,95,0.1,52496.69487,3475545,15.9
81.5,8.2,971.9280384,7,803,64.7,2,87,87,0.1,5282.2176,3434278,15.9
81.2,8.4,8649.674911,56,99,64.1,2,88,89,0.1,47447.4762,345274,15.9
81,8.4,864.94993,42,14,63.6,2,89,91,0.1,4773.45436,33628571,15.9
87,8.3,8433.936814,28,62,63,2,89,92,0.1,46596.33599,33245773,15.8
85,8.3,7946.743581,14,101,62.5,2,9,94,0.1,44544.5268,32887928,15.8
85,8.2,771.1817686,14,13,61.9,2,95,95,0.1,4386.69948,325755,15.8
81,8,6333.177967,14,6,61.3,2,93,93,0.1,36189.58838,32312,15.8
80,7.8,5513.329924,14,7,6.6,2,91,91,0.1,31979.87195,31995,15.8
79.7,7.7,4687.845565,14,15,6,2,88,91,0.1,28172.14883,31676,15.8
79.5,7.7,3895.856308,,6,59.3,2,88,88,0.1,24167.8431,31362,15.8
79.4,7.6,3665.089703,,34,58.5,2,88,89,0.1,23691.59472,31819,15.8
79.1,7.6,3787.49456,,206,57.8,2,88,89,0.1,24124.16917,37697,15.9
52.5,,0,47,150,22.7,21,47,47,4.4,348.381417,45461,7.1
58,0.01,53.43964323,47,210,22.1,22,47,47,4.5,377.132274,4515392,7.1
49.9,0.01,52.37766601,23,596,21.6,23,23,23,5.1,337.4849614,4499653,7.1
53,0.01,7.344808214,47,141,21.2,23,47,47,5.1,486.41114,449416,7.1
49.8,1.66,58.52947463,47,679,2.7,24,47,47,5.8,494.336779,4476153,6.8
49.2,1.67,43.48359197,45,2,2.2,24,46,45,6.6,446.4434494,4448525,6.6
48.6,1.56,40.45156933,42,11,19.8,25,45,42,7.3,449.961839,44423,6.4
47.6,1.52,67.34137528,,12,19.4,25,46,45,8.3,456.8614334,4345386,6.3
46.8,1.5,60.04884821,,49,19,26,46,48,9,397.148467,42758,6.2
46.3,1.54,46.90117916,,3,18.6,26,47,51,10,347.673678,421758,6
45.9,1.5,40.92207976,,471,18.2,26,47,54,11.2,327.1149461,412791,5.9
45.7,1.5,41.50111735,,1233,17.9,26,45,51,12,313.21598,45536,5.7
45.7,1.49,46.11619441,,652,17.5,26,44,47,12.8,286.25819,3981665,5.6
45.6,1.47,31.5941587,,938,17.2,25,42,44,13.4,253.768343,397612,5.4
45.6,1.52,33.65315697,,2837,16.8,25,4,4,13.9,243.1586486,383223,5.3
46,1.51,30.78382657,,3207,16.5,25,38,37,14.3,243.5429317,3754986,5.2
53.1,,0,46,418,19.1,77,52,46,2.8,777.248751,149413,7.3
52.6,0.01,11.3020668,37,1275,18.7,78,44,37,2.9,125.998515,13569438,7.3
52.2,0.64,76.52382535,39,226,18.2,78,46,39,3.1,986.13177,13133589,7.3
51.8,0.62,57.8242709,4,120,17.9,79,51,4,3.6,973.472574,1275135,7.3
51.6,0.56,67.76269089,33,8650,17.5,79,4,33,3.9,989.2363633,12288651,6.7
51.2,0.5,43.57328908,39,194,17.1,80,43,39,4.1,896.5697341,1188722,6.7
57,0.47,4.982900401,24,165,16.7,80,32,24,4.4,84.455939,1152786,6.3
49.6,0.45,49.09198224,17,63,16.4,80,3,19,4.7,929.772391,11133861,6
49.4,0.42,5.962923532,,441,16.1,80,38,28,4.9,81.683884,177578,5.7
48.5,0.41,62.67225971,,1594,15.7,80,49,4,5.1,712.1847694,1421597,5.5
48.6,0.42,8.936064632,,2,15.4,79,37,25,5.2,66.2421396,1679,5.6
48.5,0.34,72.38451279,,10324,15.1,78,31,21,5.2,454.6765879,97143,5.6
48.4,0.42,3.979243535,,15801,14.8,77,36,23,5.1,292.5914364,935321,5.4
48.1,0.36,3.039691193,,7277,14.4,76,31,25,5,22.854821,91689,5.1
48,0.3,26.87439074,,24908,14.1,75,26,26,4.8,197.3156442,866312,4.9
47.6,0.25,21.52701616,,3546,13.9,74,3,36,4.6,166.231785,8342559,4.7
85,,0,97,9,63.8,2,96,96,0.1,13653.2264,17762681,16.3
83,7.16,2352.999591,95,0,63.1,2,95,95,0.1,14817.37778,17613798,16.2
81,7.2,2442.222054,9,0,62.5,2,9,91,0.1,15941.39722,17462982,15.6
79.9,6.76,2260.777642,9,0,61.8,2,9,9,0.1,15431.9293,1739746,15.5
79.8,7.26,211.614293,94,6,61.2,2,93,94,0.1,1475.69242,17153357,15.4
79.1,7.93,177.4925143,92,0,6.6,2,92,92,0.1,1286.17764,16993354,15.2
79.3,7.67,181.525923,94,1,59.9,2,94,94,0.1,1243.32824,16829442,15.3
79.6,7.31,241.5533381,95,0,59.3,2,95,95,0.1,1781.3668,16661942,15.2
78.9,7.39,209.4875875,92,0,58.7,2,95,96,0.1,1526.87746,16491687,14.8
78.9,7.33,1275.689625,95,0,58.1,2,94,94,0.1,9484.681227,16319792,14.9
78.4,7.57,954.9644887,,0,57.4,2,92,91,0.1,7615.3468,1614764,14.6
78,6.32,78.78564878,,0,56.8,2,94,93,0.1,621.828325,15973778,14.3
77.9,6.37,584.0993429,,1,56.1,2,96,96,0.1,4787.699532,15799542,14
77.8,6.06,675.7808443,,0,55.4,3,97,97,0.1,4463.545867,15623635,13.9
77.3,6.1,687.5116825,,0,54.7,3,96,97,0.1,4595.666327,15444969,13.7
77.3,6.24,74.14842946,,0,54,3,91,91,0.1,511.368479,15262754,13.5
76.1,,0,99,42361,32.9,183,99,99,0.1,869.211938,137122,13.5
75.8,5.78,109.8743903,99,52628,31.9,198,99,99,0.1,7683.5238,136427,13.1
75.6,5.79,9.955532032,99,26883,3.9,216,99,99,0.1,777.77594,135738,12.7
75.4,5.74,94.4344566,99,6183,3,233,99,99,0.1,6337.882993,135695,12.4
75.2,5.63,91.26749779,99,9943,29,251,99,99,0.1,5633.79616,134413,12.8
75,5.75,5.660754839,99,38159,28.1,268,99,99,0.1,456.512487,133775,12.5
74.9,4.88,50.28348923,99,52461,27.3,288,99,99,0.1,3838.434292,133126,12.2
74.5,4.27,39.22509728,95,131441,26.5,308,99,97,0.1,3471.247547,1324655,11.9
74.4,3.88,312.6624819,92,109023,25.7,332,94,93,0.1,2695.366223,1317885,11.4
74.2,3.28,29.74342979,91,99602,24.9,360,94,93,0.1,299.229676,13112,11
73.9,2.92,171.6596026,84,124219,24.1,392,87,87,0.1,1753.4178,13372,10.6
73.5,3.04,1.58668462,79,70549,23.4,427,87,87,0.1,158.668462,129675,10.2
73.1,2.96,122.9365349,75,71879,22.6,467,87,86,0.1,1288.642924,12884,9.9
72.7,2.91,106.3590358,7,58341,21.9,511,86,86,0.1,1148.5857,1284,9.7
72.2,2.84,14.23064496,65,88962,21.2,558,86,86,0.1,153.1824,127185,9.6
71.7,3.06,17.46057369,6,71093,2.5,608,86,85,0.1,959.372181,1262645,9.5
74.8,,0,91,1,57.9,12,91,91,0.1,644.525556,48228697,13.6
74.6,4.38,1435.487755,9,0,57.2,12,9,9,0.1,7913.383432,47791911,13.6
74.4,4.41,15.16255482,91,1,56.4,13,91,91,0.1,83.5863,47342981,13.3
74.3,4.44,1487.896562,92,1,55.7,13,91,91,0.1,7884.984429,46881475,13.2
74.2,4.37,184.3073618,85,6,55,14,85,85,0.1,7227.73968,4646646,13
73.6,4.28,113.2436346,88,0,54.2,15,88,88,0.1,625.65544,4591897,12.8
73.6,4.34,941.6464045,92,0,53.5,15,92,92,0.1,5148.422113,45416181,12.4
73.5,4.45,978.07041,92,0,52.8,16,92,92,0.1,5433.7245,4491544,12.2
73.5,4.66,780.5946749,93,0,52,17,93,93,0.1,4674.21961,44374572,11.9
73.1,4.53,62.43710774,93,0,51.3,17,94,93,0.1,379.78776,43835722,11.5
73.1,4.38,531.9808176,93,0,5.5,18,93,93,0.1,3386.256,43285634,11.1
72.8,4.26,42.17956418,89,0,49.8,19,89,89,0.1,274.249442,42724163,11.3
72.4,4.25,417.8038898,92,0,49,19,92,92,0.1,2246.257472,42152151,11.6
71.8,4.45,393.8773633,78,139,48.2,20,83,81,0.1,2355.725857,41572491,11.5
71.5,4.43,404.4205858,8,3,47.5,21,83,8,0.1,2395.856551,498899,11.4
71.4,4.66,477.1341814,78,1,46.7,21,82,79,0.1,2472.197831,443958,11.3
63.5,,0,91,0,24.2,2,92,91,0.8,727.6463868,777424,11.1
63.2,0.01,73.86584922,88,0,23.7,2,87,87,0.8,852.954379,759385,11.1
62.9,0.01,61.57443584,88,0,23.2,2,85,87,0.8,834.341949,7415,10.9
62.5,0.01,78.39008571,89,1,22.6,2,85,86,0.8,788.632653,723868,10.8
62.2,0.12,59.6596497,83,3,22.1,2,85,83,0.2,829.7586885,76569,10.6
61.8,0.15,47.30421873,74,0,21.6,2,82,74,0.1,769.1742883,689692,10.5
61.3,0.17,56.98952474,83,1,21.1,2,84,83,0.1,778.5454199,673252,10.3
61,0.12,93.36788979,81,0,2.6,2,81,81,0.1,795.97519,657229,10.2
66,0.16,9.087638194,75,0,2.1,2,75,75,0.1,72.759313,64162,10
63,0.25,77.0283958,69,85,19.6,2,69,69,0.1,648.38717,626425,9.9
60,0.24,69.9675435,68,912,19.2,2,67,68,0.1,621.93372,611627,9.7
59.8,0.27,7.212110766,77,0,18.8,2,73,76,0.1,616.4197236,597228,9.5
59.6,0.26,45.09010835,28,0,18.4,2,8,8,0.1,544.566526,583211,9.2
59.5,0.08,29.41897495,,0,18,2,98,89,0.1,433.2691451,569479,8.8
59.5,0.08,19.71741043,,0,17.6,2,7,7,0.1,395.9319363,555888,8.5
59.5,0.09,35.02948624,,0,17.3,2,7,7,0.1,375.8528566,542357,8.2
64.7,,0,8,1359,27.4,10,8,8,2.8,,,11.1
64.2,0.01,0,9,71,26.8,10,9,9,3,,,11.1
63.9,0.01,0,85,124,26.2,10,85,85,3,,,11.1
63.7,0.01,0,62,260,25.6,10,61,85,3.3,,,10.2
62.9,3.82,0,7,315,25,10,69,82,3.5,,,10.7
62,3.53,0,74,4,24.5,10,72,74,3.8,,,10.5
68,3.47,0,75,1,23.9,11,76,78,4,,,10.3
59.4,2.58,0,73,2,23.3,11,77,79,4.3,,,10
58.2,2.75,0,64,84,22.8,11,71,72,5,,,9.8
56.9,2.25,0,,126,22.3,12,73,73,5.5,,,9.6
55.3,2.03,0,,146,21.7,13,62,62,5.9,,,9.4
54.1,2.58,0,,3524,21.2,13,67,67,6.3,,,9.2
53.2,2.45,0,,3712,2.7,14,5,5,6.8,,,9.4
52.6,2.55,0,,2788,2.3,14,41,41,7.2,,,9.5
52.7,2.3,0,,2152,19.8,14,32,31,7.6,,,9.7
52.9,2.26,0,,1678,19.3,14,31,33,7.8,,,9.8
,0.01,0,98,0,82.8,0,98,98,0.1,,,
79.6,,0,92,0,6.5,1,92,92,0.1,1146.36273,487852,14.2
79.5,3.45,384.5129138,91,1,59.5,1,91,91,0.1,1647.44179,4757575,13.9
79.4,3.42,386.1379123,94,0,58.5,1,95,95,0.1,1569.66631,47641,13.7
79.2,3.34,2568.237059,91,0,57.5,1,9,91,0.1,9985.36959,4654122,13.6
79,3.41,2429.854745,84,0,56.5,1,82,85,0.1,9186.59639,46474,13.4
78.1,3.58,2377.010299,89,0,55.5,1,93,88,0.1,8199.414621,454528,13.3
79.2,4.07,24.88720369,87,0,54.4,1,8,86,0.1,689.396224,4488263,13.1
78.9,4.22,1859.095621,89,0,53.4,1,89,9,0.1,6911.136136,442958,12.9
78.9,4.2,150.8891479,89,0,52.4,1,89,89,0.1,612.623418,4369469,12.8
78,4.15,1185.412346,88,0,51.4,1,89,89,0.1,5245.187372,438794,12.6
78.6,4.1,1002.833273,9,1,5.3,1,91,91,0.1,4697.11135,4247841,12.4
77.7,4.09,1043.10795,89,0,49.3,1,9,9,0.1,4425.57467,418738,12.2
78,4.04,1070.268999,86,1,48.3,1,88,88,0.1,4167.71417,4125971,12.1
78.3,4.17,112.9493745,94,0,47.3,1,94,94,0.1,462.14965,46324,11.9
77.5,4.29,868.3713593,8,0,46.4,1,92,91,0.1,3981.52847,3996798,11.7
77.6,4.34,94.17819458,89,0,45.4,1,8,88,0.1,388.363689,3925443,11.6
78,,0,94,206,63.7,0,94,94,0.1,11579.6674,42364,15.3
77.8,12.14,1884.098811,95,0,63.1,0,95,95,0.1,13467.46827,4238389,15.1
77.7,12.39,1899.107385,96,0,62.5,0,96,96,0.1,13574.749,4255689,14.9
77.1,11.49,1851.713262,98,2,61.9,0,96,96,0.1,13235.97757,4267558,14.6
77,12.19,1913.356642,97,12,61.3,0,96,96,0.1,14539.18421,428622,14.5
76.6,12.1,206.8868182,97,7,6.6,0,97,97,0.1,1355.74586,4417781,14.2
76.3,12.21,2160.380199,97,2,6,0,96,96,0.1,14157.14416,442978,14.2
76,12.06,2425.403891,97,51,59.4,0,96,96,0.1,15893.8656,443458,14.3
75.8,12.56,2019.812779,95,0,58.7,0,96,96,0.1,13546.69872,4436,14.3
